14
10, 17
88
51
53
63
32
22
84
55
57
70
7, 62, 72
2, 48
26, 76
40
79
4
86, 96
43, 94
93
74
44
38
5, 67
33
1, 20, 56
47
24, 78
45
30, 50
12, 37
3, 31, 41, 42
65, 99
8
58, 77, 92
11, 52
85
73
46
54, 68
59
83
75
23
15, 61
9
18, 29
36, 95
91
39
25
27, 60
19, 64, 87
6, 49
28
66
89, 90, 97
80
82
21, 69
34
16
35, 81
98
13
71
0
