44
63
10, 30
9, 87
56
5
68
69
47
62, 89
0
3
93, 98
85
72
25
31, 32, 35
12, 23
8, 33
76
83
79, 92
26
36
61
46
11, 77
18, 70
14
13, 96
19, 40
75
53
81
39
66
43
22, 37
78
20, 73
27
90
48
86
15, 52
2, 71
6, 82, 91
57
29, 97
28
34
1, 21, 59, 80
16
50
41
65
17
54
64
60
24
88
99
45
84
95
67
51
55
4
7
74
58
38
94
49
42
