52
8, 20, 64, 84
38
69
65, 90
44
66
68
99
93
18
96
15, 91
98
6
10, 79
45
61
76
83
22
4
9
50
35
3
74
28, 78
60
23
26
1, 55
16, 43, 77
75
13, 72
89
53
30
0, 25
37, 95
36, 39
63
82
81
27, 48
7, 71
88
31
40
41, 80
34, 67
12
19
86
70
32, 73
33
49
94
17
46
51
5
62
97
54
47
58
85
14
42
87
59
92
11
29
56
2
21
57
24
