52
89
16
42
1, 3
0
56
40
8
58
47
84, 86
70
92
96
30, 53
12
5
95
37, 75
87
29, 49, 73
34, 79
21
57
2, 76
6, 44
97
74, 98
67
32
17
13
7
78
90
4
28, 55
94
71
66
45
25, 69
85
27, 59, 81
68
61
62
15
51, 80, 83
46
20, 65
22, 48
33
31, 99
11, 41
24
19
82
38, 91
26
39
14, 77
10
36, 43
50
23
93
60
63
88
18
9
64
35
54
72
