53
98
0, 45
2, 33
12
76
41
54
43
4
92
32
64
10
29, 83
65
61
13
16
89
88
58
59
52
21, 99
17
55
93
20, 67
39
22, 50
78
23
15, 24
38, 69
86
85
34, 37
6, 84
18
49
11, 56
14, 81
95
19, 96
72
26, 94
70
44
71
75
63
47
31
25
51
5
80
9
28
30
66
3, 60
62
90
1
7
42
27
73
87
68
74
40
82
48
57
77
91
97
46
8
36
35
79
