89
1
50
92
37
81
49, 95
12, 25
74
23
72
31
3
22, 78
40
58, 79
27, 98
30
14, 88
65
41, 91
5, 87
71
51, 69
77
0, 44, 54
11, 66
84, 90
46
96
35, 97
48
15
56
26, 70
4
8, 73
85
76
42
94
7, 43
28
39
9
20, 80
67
64
63
59
38
2, 18, 93
13
83
6, 68
21, 75
34
61
10
55, 99
32
16
19
29
62
36, 45
60
52
57
86
47
17
82
53
24
33
