27
5, 56, 70
96
67
44, 52
7
36
62
21, 41
72, 81
0
32, 40, 88
60
22, 25, 91
47
16
54, 65, 76
69, 87
3
19
18, 48
61
4, 59
12, 84
13
97, 99
24, 63
23, 82
85
39, 93
33, 78
46
30, 89
28, 37
38
31, 50
45
9, 49
58, 66, 86
83
57, 92
79
26, 98
1, 42
29
53
75
2, 95
51
20
55
71
90
10
34, 73
6
15
17
77
94
11
43
64
74
14
35, 68
8
80
