47
62
64
96
98
56
60
10
75
61, 66, 84
59, 79
42
26
0, 46
97
55
41, 92
88
22, 28, 67
23, 70
1, 7
52
32, 99
8, 21
73
11, 87, 93
27
18, 19, 68
25
48, 77
29, 85
15, 45, 82
58, 72
89
50
39
20
57, 63
6, 36, 71
5
69
17, 65
94
12, 40
33
31, 74
91
4
34, 37, 95
35, 78
16, 51
54
2, 80
24, 43
76
53
86
14
38, 83
30
3
81
44
49
13
90
9
