31
56
10
5, 96
37, 85
70
8
69
17
14
2, 82
61
20
36, 98
34, 44
27
23, 54
88
49
18, 67
42
0
25, 87
60, 71
79
83
9, 94
21, 93
68
24, 64
63, 86
22, 38, 50
28, 29
1
46
55
48
11, 90, 99
95
6
84
72
33
32, 78
51
89
62
43, 66
40, 58
4, 53
92
12
91
97
35
65
19
47
76
74
7
45
75
30, 73
57
77, 80
13
52
59
15
81
41
16
26
3
39
