84
14, 66
6, 32
65
52
70
3
1
81
10
75
19, 96, 98
26, 47
78
11
38
18, 41
43, 80
91
5, 67
29
82
63
16
35, 85
23, 60
64, 68, 93
55
40, 59
27
34, 77
76
12, 28, 61
0
42
24
58
9
48, 69
25, 54
87
17, 50
71
73
44
74
45
92
15
30
8, 57
88
79
53
13
51
94
49
95
2
90
39
31, 99
62
7
97
20
72
37
83
33
4
36
22, 46
56
21
86
89
