0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 15, 17, 18, 19, 20, 21, 22, 23, 25, 27, 30, 31, 33, 34, 35, 36, 38, 39, 49, 84
43, 44, 50, 59, 60, 70, 72, 83, 85, 93
13, 16, 29, 37, 51, 52, 61, 62, 66, 81, 82, 88, 90, 94, 96
7, 9, 14, 24, 26, 28, 32, 57
40, 41, 42, 46, 55, 56, 64, 65, 69, 71, 74, 76, 77, 78, 79, 80, 87, 89, 91, 92, 97, 98, 99
45, 47, 48, 53, 54, 58, 63, 67, 68, 73, 75, 86, 95
