0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 38, 39
41, 44, 50, 55, 56, 59, 60, 68, 69, 71, 72, 79, 94, 95
43, 45, 49, 54, 62, 66, 74, 81, 82, 89, 90, 93, 99
3, 14, 16, 18, 20, 33, 37, 84
40, 42, 48, 53, 58, 63, 64, 65, 70, 75, 77, 78, 80, 86, 87, 88, 91, 96, 97, 98
46, 47, 51, 52, 57, 61, 67, 73, 76, 83, 85, 92
