70
18
29
4, 97
62
74
69
51
28
53
6
90
38
82
1, 46
84
16, 91
0
75
63
58, 80
25
59, 99
36, 89
71
57
35
39, 85
88
14, 20
2, 96
47
78
37
86
21
55
30
98
33
43
67
5, 54
22
64
56
65, 81
12, 61
72
3, 31
19
9
8, 52
93
77
34
41
94
40
60
7, 87
13
44
79
10
45
27, 66
23
50
73
48
24
15, 32
95
83
42
26
68
17
49
11
76
92
