0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39
43, 52, 54, 55, 57, 76, 77, 79, 83, 85, 91, 95
40, 48, 49, 58, 61, 62, 66, 68, 74, 81, 82, 94, 96
13, 18, 20, 26, 33, 84, 86, 89, 92
42, 44, 46, 50, 53, 56, 59, 64, 67, 70, 71, 72, 73, 75, 80, 87, 90, 93, 98
41, 45, 47, 51, 60, 63, 65, 69, 78, 88, 97, 99
