76
94
14
8, 64
13
19
24, 97
48
12
75
83
50
79
36, 49, 70
91
20, 59
92
16
0
2, 87
57
23, 53
7, 73, 90
35
21
5, 32, 66
99
69
9
34, 44
51
40, 42
3, 31, 81, 98
39, 85
95
26, 61
11, 55
56
6
60, 93
77
1
67, 72
47, 84
33
30
74
4, 58
18, 45
41, 96
71
25
15
65
62, 80
29
27
82
88
46
86
22
43
78
52
54
10
38, 63
68
17
37
28
89
