49
88
91
78
11, 85
45
7
42
3, 36, 48
14
51, 82
75
71, 96
35, 50
16
83
40
31, 70
2
92
44
57, 99
0, 20
24, 60
41
76
81
17
37, 80
23, 63
22
4, 68
1
12, 86
21
9
66
38, 46
58
25, 53, 62
59
93
72
64
26, 30
87
98
77
39
6
69
27
56
29
28
89
43
65
67
5
32
47
18
54
74
52
10, 73
94
95
97
61
34, 79
8, 13
19
55
84
15
90
33
