20, 75
65
17
30
78
6, 53, 82
15
33
51
19
5
23, 61, 90
56
22
44, 95
2, 87
68
70
41
67
62, 73
25
52
38, 76
11
58
80
28, 85
9
98
45
10
84
29
81
3, 50
21, 55
94
49
36, 47
32
37
59
24, 48
14, 57
86
12
1
18
31
72
93
4, 79
92
27
64
13
8
16
91
40
35
0, 69
39
43
96
89
26
63
77
60
34, 46
99
71
7, 83
42
74
66
88
54
97
