45
82
44, 88
72
27
30
21, 49
56
83
76, 92
77
35, 47, 74
9
11
40
13, 53
6, 84
4
28
39, 80
66
78
15, 23, 57
68, 90
63
43, 87
48
16, 58
31
59
67
33
51
98
89
81
1
99
7
96
93
2, 36
46
17, 61
64
5, 32
37
55, 71
29, 79
22
3
94
24, 42
52, 95
0
54, 69
91
34
70
19
73
18
38
97
10, 85
41
62
8
20
75
14
26
86
25
50, 60
12
65
