31
53
1
27
81
30
77
24, 62
78
73
52, 97
25
70, 95
18
92
49
28
90
76
64, 68
44, 80
54, 91
29
87
59
16
32, 63
7, 35, 75
40, 47
69, 71
8, 14
74
11, 26
66
38, 50
23, 48
21
84
39
89
61
98
15, 20
58, 85
36, 82
6, 60
86
12, 55
79
45
4, 10
37
3, 57, 65
51
72
67
17, 42
96
0
22
83
13
5, 56
19
43
88
2, 46
93
9
33
99
34
41
94
