40
59
52
17
7
88
70
34, 48
15, 21
63
24
90
49
12
35, 45
14
97
82
87
77, 84
43
3, 26
20, 36
6
95
67, 81
11, 42
89
53
19, 94
4, 62
31, 68
86
0, 72
64
58, 75
57
28
16
92
44
96
79
30, 91
5
74
56
27
22, 80
51
9
2
99
47
23
66
1
85
76
78
10
38
8
83
13
54
71
41, 61
69
25
29, 55
50
18, 93
60
46
65
33
98
32
39, 73
37
